timestamp,DesRoll,Roll,DesPitch,Pitch,DesYaw,Yaw,ErrRP,ErrYaw,MagX,MagY,MagZ,abGyrX,abGyrY,abGyrZ,abAccX,abAccY,abAccZ,labels
360063417.0,0.84,-0.03,9.61,0.02,352.92,326.04,0.27,0.27,162.0,175.0,175.0,-0.5851377,2.394816,0.2152985,-0.7761058,0.02398551,-10.10335,3
360113397.0,1.24,-0.035,9.625,-0.115,352.81,325.9,0.27,0.27,161.5,175.0,175.0,-0.750648,-2.445025,0.1783211,-0.7577618,0.01833073,-10.00108,3
360163377.0,1.64,-0.04,9.64,-0.25,352.7,325.76,0.27,0.27,161.0,175.0,175.0,1.976334,1.30323,0.1411739,-0.8796439,0.04255519,-9.928925,3
360163377.0,1.64,-0.04,9.64,-0.25,352.7,325.76,0.27,0.27,161.0,175.0,175.0,-2.513913,-0.04586095,0.124636,-0.8411849,0.00714989,-10.17161,3
360213357.0,1.715,-0.055,9.68,-0.305,352.585,325.64,0.25,0.25,161.0,175.0,175.0,1.940761,-1.516849,0.09610581,-0.8607246,0.05775322,-9.856871,3
360263337.0,1.79,-0.07,9.72,-0.36,352.47,325.52,0.23,0.23,161.0,175.0,175.0,-0.5909218,-2.436646,0.0252894,-0.9880108,0.02127548,-9.883734,3
360263337.0,1.79,-0.07,9.72,-0.36,352.47,325.52,0.23,0.23,161.0,175.0,175.0,-0.9679571,2.340445,0.06367781,-0.9708743,-0.00254974,-10.02998,3
360313317.0,1.695,-0.085,9.765,-0.375,352.36,325.42,0.23,0.23,161.0,175.0,175.0,1.840223,1.778386,-0.00629107,-1.014329,0.03270722,-9.981699,3
360363297.0,1.6,-0.1,9.81,-0.39,352.25,325.32,0.23,0.23,161.0,175.0,175.0,-2.484284,-0.09823361,-0.01542396,-1.029297,0.03309637,-10.08878,3
360363297.0,1.6,-0.1,9.81,-0.39,352.25,325.32,0.23,0.23,161.0,175.0,175.0,2.179553,-0.783389,-0.03056072,-1.130416,0.06859123,-9.858396,3
360413693.5,1.485,-0.11,9.84,-0.39,352.165,325.245,0.21,0.21,161.0,175.0,175.0,-1.261031,2.512024,-0.04481141,-1.165037,0.01214224,-9.936213,3
360464090.0,1.37,-0.12,9.87,-0.39,352.08,325.17,0.19,0.19,161.0,175.0,175.0,-0.08894433,-2.144615,-0.07365763,-1.237366,0.01842599,-9.7271,3
360464090.0,1.37,-0.12,9.87,-0.39,352.08,325.17,0.19,0.19,161.0,175.0,175.0,1.569185,2.391363,-0.09045773,-1.3053,-0.01423495,-9.809612,3
360514070.0,1.325,-0.13,9.885,-0.385,352.02,325.115,0.19,0.19,161.0,175.0,175.0,-2.26884,-0.2446867,-0.08970046,-1.238372,0.00712145,-9.689983,3
360564050.0,1.28,-0.14,9.9,-0.38,351.96,325.06,0.19,0.19,161.0,175.0,175.0,2.26284,-0.2838386,-0.09351104,-1.318924,0.01147898,-9.723801,3
360564050.0,1.28,-0.14,9.9,-0.38,351.96,325.06,0.19,0.19,161.0,175.0,175.0,-1.468285,2.411853,-0.09478121,-1.318399,0.03468689,-9.619566,3
360614030.0,1.285,-0.145,9.9,-0.37,351.925,325.03,0.18,0.18,161.0,175.0,175.0,0.05496174,-1.918888,-0.1031471,-1.31394,0.0577229,-9.657177,3
360664010.0,1.29,-0.15,9.9,-0.36,351.89,325.0,0.17,0.17,161.0,175.0,175.0,1.27682,2.493593,-0.1159415,-1.416847,-0.02701021,-9.653408,3
360664010.0,1.29,-0.15,9.9,-0.36,351.89,325.0,0.17,0.17,161.0,175.0,175.0,-2.238193,-0.320755,-0.1037275,-1.386907,-0.03972598,-9.547161,3
360713990.0,1.31,-0.155,9.9,-0.35,351.865,324.975,0.17,0.17,161.0,175.0,175.0,2.259048,0.04974648,-0.09558901,-1.427923,0.02264052,-9.703106,3
360763970.0,1.33,-0.16,9.9,-0.34,351.84,324.95,0.17,0.17,161.0,175.0,175.0,-1.635001,2.239433,-0.08331061,-1.468768,-0.00737211,-9.626713,3
360763970.0,1.33,-0.16,9.9,-0.34,351.84,324.95,0.17,0.17,161.0,175.0,175.0,0.3279732,-1.80181,-0.08351485,-1.435248,0.00665584,-9.594988,3
360813950.0,1.35,-0.16,9.9,-0.33,351.825,324.93,0.16,0.16,161.0,175.0,175.0,1.123782,2.688969,-0.08284093,-1.442639,-0.04398778,-9.656927,3
360863930.0,1.37,-0.16,9.9,-0.32,351.81,324.91,0.15,0.15,161.0,175.0,175.0,-2.077384,-0.5085887,-0.06608313,-1.39972,-0.02096811,-9.644591,3
360863930.0,1.37,-0.16,9.9,-0.32,351.81,324.91,0.15,0.15,161.0,175.0,175.0,2.331253,0.3161555,-0.0508944,-1.446557,0.02360245,-9.6568,3
360913910.0,1.375,-0.16,9.9,-0.31,351.8,324.895,0.15,0.15,161.0,175.5,175.5,-1.827265,1.888797,-0.02407752,-1.409471,-0.04775865,-9.654314,3
360963890.0,1.38,-0.16,9.9,-0.3,351.79,324.88,0.15,0.15,161.0,176.0,176.0,0.7750739,2.455175,-0.0161334,-1.369725,-0.04227258,-9.709385,3
360963890.0,1.38,-0.16,9.9,-0.3,351.79,324.88,0.15,0.15,161.0,176.0,176.0,0.6975735,-2.01031,-0.0197728,-1.345546,-0.05664032,-9.698222,3
361013870.0,1.385,-0.16,9.9,-0.29,351.775,324.87,0.14,0.14,160.5,176.0,176.0,-1.872186,-1.241433,-0.00314973,-1.332934,-0.09208602,-9.646596,3
361063850.0,1.39,-0.16,9.9,-0.28,351.76,324.86,0.13,0.13,160.0,176.0,176.0,2.3234,0.3100674,0.01038122,-1.261197,-0.03424083,-9.808869,3
361063850.0,1.39,-0.16,9.9,-0.28,351.76,324.86,0.13,0.13,160.0,176.0,176.0,-2.040218,1.299891,0.03690694,-1.293978,-0.02564364,-9.763825,3
361113830.0,1.39,-0.16,9.9,-0.275,351.745,324.845,0.13,0.13,160.0,176.0,176.0,0.889788,-2.101117,0.04401384,-1.192979,-0.04786694,-9.751116,3
361163810.0,1.39,-0.16,9.9,-0.27,351.73,324.83,0.13,0.13,160.0,176.0,176.0,0.5781273,2.408706,0.04582085,-1.224823,-0.03018638,-9.786977,3
361163810.0,1.39,-0.16,9.9,-0.27,351.73,324.83,0.13,0.13,160.0,176.0,176.0,-1.750738,-1.389403,0.05927159,-1.169099,-0.01381266,-9.710812,3
361213790.0,1.39,-0.16,9.9,-0.26,351.72,324.815,0.12,0.12,160.0,176.0,176.0,2.325536,0.4800484,0.07091066,-1.165886,-0.05578815,-9.821326,3
361263770.0,1.39,-0.16,9.9,-0.25,351.71,324.8,0.11,0.11,160.0,176.0,176.0,1.091338,-2.058787,0.1003245,-1.109477,-0.02431544,-9.850859,3
361263770.0,1.39,-0.16,9.9,-0.25,351.71,324.8,0.11,0.11,160.0,176.0,176.0,-2.121385,1.197471,0.09652333,-1.166374,-0.00313698,-9.800924,3
361313750.0,1.39,-0.16,9.9,-0.245,351.69,324.785,0.11,0.11,160.0,176.0,176.0,0.3540809,2.467612,0.09624132,-1.076922,-0.0029899,-9.819345,3
361363730.0,1.39,-0.16,9.9,-0.24,351.67,324.77,0.11,0.11,160.0,176.0,176.0,-1.449552,-1.784917,0.09434322,-1.091872,-0.04790976,-9.767447,3
361363730.0,1.39,-0.16,9.9,-0.24,351.67,324.77,0.11,0.11,160.0,176.0,176.0,2.327349,0.6941074,0.1102968,-1.055754,0.02228037,-9.825369,3
361413710.0,1.39,-0.16,9.9,-0.23,351.655,324.75,0.105,0.105,160.0,176.0,176.0,-2.283901,0.881905,0.118328,-1.029343,-0.01666609,-9.824303,3
361463690.0,1.39,-0.16,9.9,-0.22,351.64,324.73,0.1,0.1,160.0,176.0,176.0,-0.1424368,2.42828,0.116874,-0.9730265,-0.01687383,-9.862289,3
361463690.0,1.39,-0.16,9.9,-0.22,351.64,324.73,0.1,0.1,160.0,176.0,176.0,1.322865,-1.852515,0.1176029,-0.9870331,-0.04570739,-9.79627,3
361513670.0,1.385,-0.16,9.9,-0.215,351.62,324.71,0.1,0.1,160.0,176.0,176.0,-1.305405,-1.911076,0.1012862,-0.9420151,-0.03584635,-9.855022,3
361563650.0,1.38,-0.16,9.9,-0.21,351.6,324.69,0.1,0.1,160.0,176.0,176.0,-2.293029,0.6894878,0.1142695,-0.8983976,-0.04121899,-9.82337,3
361563650.0,1.38,-0.16,9.9,-0.21,351.6,324.69,0.1,0.1,160.0,176.0,176.0,2.221066,0.9462602,0.1085348,-0.9397639,0.05404737,-9.901334,3
361613630.0,1.38,-0.16,9.9,-0.205,351.585,324.675,0.095,0.095,160.0,176.0,176.0,1.497862,-1.742491,0.1107874,-0.8744961,-0.03248797,-9.89572,3
361663610.0,1.38,-0.16,9.9,-0.2,351.57,324.66,0.09,0.09,160.0,176.0,176.0,-1.122604,-2.036516,0.08447129,-0.7473328,0.00360809,-9.884596,3
361663610.0,1.38,-0.16,9.9,-0.2,351.57,324.66,0.09,0.09,160.0,176.0,176.0,-0.2745995,2.391961,0.1045859,-0.8937836,0.06802899,-9.864355,3
361713590.0,1.375,-0.16,9.9,-0.19,351.55,324.64,0.09,0.09,160.0,176.0,176.0,2.134682,1.079158,0.08671617,-0.8453565,0.03813563,-9.890274,3
361763570.0,1.37,-0.16,9.9,-0.18,351.53,324.62,0.09,0.09,160.0,176.0,176.0,-2.342758,0.3696857,0.08780174,-0.7980358,0.01936655,-9.837598,3
361763570.0,1.37,-0.16,9.9,-0.18,351.53,324.62,0.09,0.09,160.0,176.0,176.0,1.727823,-1.604372,0.08604528,-0.7557048,-0.00857918,-9.939152,3
361813550.0,1.37,-0.16,9.9,-0.175,351.51,324.6,0.09,0.09,160.0,176.0,176.0,-0.5846043,2.350455,0.07752548,-0.7640353,0.02951475,-9.862307,3
361863530.0,1.37,-0.16,9.9,-0.17,351.49,324.58,0.09,0.09,160.0,176.0,176.0,-0.8346972,-2.227863,0.05295258,-0.716794,-0.02215361,-9.892578,3
361863530.0,1.37,-0.16,9.9,-0.17,351.49,324.58,0.09,0.09,160.0,176.0,176.0,1.913833,1.403245,0.0530261,-0.7007235,0.05685876,-9.920869,3
361913510.0,1.375,-0.155,9.9,-0.165,351.47,324.56,0.09,0.09,159.5,176.5,176.5,-2.387671,-0.06087974,0.052241,-0.6679093,-0.04450883,-9.853473,3
361963490.0,1.38,-0.15,9.9,-0.16,351.45,324.54,0.09,0.09,159.0,177.0,177.0,1.907461,-1.286065,0.05334307,-0.6071337,0.01977499,-9.920462,3
361963490.0,1.38,-0.15,9.9,-0.16,351.45,324.54,0.09,0.09,159.0,177.0,177.0,-0.8825791,2.24128,0.05009117,-0.6451059,-0.0433271,-9.834213,3
362013470.0,1.37,-0.15,9.9,-0.155,351.43,324.52,0.085,0.085,159.0,177.0,177.0,-0.5833716,-2.283845,0.02762895,-0.5891578,0.04636264,-9.8981,3
362063450.0,1.36,-0.15,9.9,-0.15,351.41,324.5,0.08,0.08,159.0,177.0,177.0,1.807582,1.541691,0.02536364,-0.6047062,0.04363767,-9.961465,3
362063450.0,1.36,-0.15,9.9,-0.15,351.41,324.5,0.08,0.08,159.0,177.0,177.0,-2.362079,-0.1977506,0.02551042,-0.5933682,-0.0546681,-9.909899,3
362113430.0,1.36,-0.15,9.9,-0.15,351.39,324.48,0.08,0.08,159.0,177.0,177.0,2.037315,-1.138063,0.02898357,-0.5623186,0.0179906,-9.954593,3
362163410.0,1.36,-0.15,9.9,-0.15,351.37,324.46,0.08,0.08,159.0,177.0,177.0,-0.348713,-2.360232,0.00777607,-0.5358521,0.02885631,-9.849364,3
362163410.0,1.36,-0.15,9.9,-0.15,351.37,324.46,0.08,0.08,159.0,177.0,177.0,-1.048817,2.182468,0.02814939,-0.561563,-0.01582086,-9.844544,3
362213390.0,1.355,-0.15,9.9,-0.145,351.35,324.445,0.075,0.075,159.0,177.0,177.0,1.630451,1.745381,0.00736497,-0.5081047,0.01051667,-9.952583,3
362263370.0,1.35,-0.15,9.9,-0.14,351.33,324.43,0.07,0.07,159.0,177.0,177.0,-2.339088,-0.4992747,0.00991509,-0.5036899,-0.00869974,-9.868105,3
362263370.0,1.35,-0.15,9.9,-0.14,351.33,324.43,0.07,0.07,159.0,177.0,177.0,2.157287,-0.9236864,0.01641204,-0.4933362,0.03460233,-9.971951,3
362313350.0,1.35,-0.145,9.9,-0.135,351.31,324.41,0.07,0.07,159.0,177.0,177.0,-1.280861,2.011005,0.02085279,-0.4792359,-0.01783476,-9.880737,3
362363330.0,1.35,-0.14,9.9,-0.13,351.29,324.39,0.07,0.07,159.0,177.0,177.0,1.369429,1.875737,0.00471171,-0.4396685,0.026084,-9.839243,3
362363330.0,1.35,-0.14,9.9,-0.13,351.29,324.39,0.07,0.07,159.0,177.0,177.0,-0.1303372,-2.402593,0.00525243,-0.4555228,0.02775585,-9.931976,3
362413310.0,1.345,-0.14,9.9,-0.125,351.275,324.37,0.07,0.07,159.0,177.0,177.0,-2.272474,-0.8499307,0.00434895,-0.4398272,0.00073307,-9.89328,3
362463290.0,1.34,-0.14,9.9,-0.12,351.26,324.35,0.07,0.07,159.0,177.0,177.0,2.33221,-0.5806465,0.01634538,-0.4042339,-0.0194309,-9.97409,3
362463290.0,1.34,-0.14,9.9,-0.12,351.26,324.35,0.07,0.07,159.0,177.0,177.0,-1.594362,1.79127,0.02537059,-0.4004252,-0.00866527,-9.866249,3
362513686.5,1.34,-0.14,9.9,-0.12,351.24,324.33,0.07,0.07,159.0,177.0,177.0,0.3106532,-2.316736,0.01250978,-0.3692176,0.01511141,-9.883705,3
362564083.0,1.34,-0.14,9.9,-0.12,351.22,324.31,0.07,0.07,159.0,177.0,177.0,1.096835,2.085983,0.01216395,-0.3627099,-0.0176566,-9.906482,3
362564083.0,1.34,-0.14,9.9,-0.12,351.22,324.31,0.07,0.07,159.0,177.0,177.0,-2.109345,-1.071354,0.01434592,-0.378951,0.00490432,-9.863353,3
362614063.0,1.335,-0.135,9.905,-0.115,351.2,324.29,0.065,0.065,159.0,177.0,177.0,2.328372,-0.330745,0.02510058,-0.2976315,0.01656302,-9.916698,3
362664043.0,1.33,-0.13,9.91,-0.11,351.18,324.27,0.06,0.06,159.0,177.0,177.0,-1.690736,1.654192,0.03808545,-0.3094608,0.01057898,-9.845862,3
362664043.0,1.33,-0.13,9.91,-0.11,351.18,324.27,0.06,0.06,159.0,177.0,177.0,0.3775866,-2.33998,0.02745207,-0.3134003,-0.0231507,-9.891541,3
362714023.0,1.325,-0.13,9.91,-0.105,351.16,324.25,0.06,0.06,159.0,177.0,177.0,0.9396246,2.121661,0.02706064,-0.3375582,0.00158735,-9.873251,3
362764003.0,1.32,-0.13,9.91,-0.1,351.14,324.23,0.06,0.06,159.0,177.0,177.0,-2.044641,-1.252545,0.02714892,-0.2556449,-0.00337181,-9.842504,3
362764003.0,1.32,-0.13,9.91,-0.1,351.14,324.23,0.06,0.06,159.0,177.0,177.0,2.391868,-0.1271245,0.04007251,-0.3264149,0.00489246,-9.90402,3
362813983.0,1.31,-0.13,9.91,-0.1,351.12,324.21,0.06,0.06,158.5,177.0,177.0,-1.862954,1.485611,0.05266964,-0.2985756,-0.0268099,-9.812629,3
362863963.0,1.3,-0.13,9.91,-0.1,351.1,324.19,0.06,0.06,158.0,177.0,177.0,0.6378555,2.261565,0.04301418,-0.219234,0.00316478,-9.855238,3
362863963.0,1.3,-0.13,9.91,-0.1,351.1,324.19,0.06,0.06,158.0,177.0,177.0,0.6846927,-2.290667,0.04522974,-0.2183402,-0.04896628,-9.888258,3
362913943.0,1.295,-0.125,9.91,-0.1,351.08,324.17,0.06,0.06,158.0,177.5,177.5,-1.851383,-1.545349,0.04050457,-0.2558667,-0.02830814,-9.781786,3
362963923.0,1.29,-0.12,9.91,-0.1,351.06,324.15,0.06,0.06,158.0,178.0,178.0,2.406309,0.2326418,0.0506418,-0.2514737,0.05452319,-9.826115,3
362963923.0,1.29,-0.12,9.91,-0.1,351.06,324.15,0.06,0.06,158.0,178.0,178.0,-2.089736,1.206379,0.06235428,-0.1816805,0.01596697,-9.826233,3
363013903.0,1.285,-0.115,9.91,-0.095,351.04,324.13,0.06,0.06,158.0,178.0,178.0,0.9461451,-2.18961,0.05774712,-0.1760889,-0.01829415,-9.865481,3
363063883.0,1.28,-0.11,9.91,-0.09,351.02,324.11,0.06,0.06,158.0,178.0,178.0,-1.704869,-1.765168,0.05128074,-0.1836236,-0.03836117,-9.862153,3
363063883.0,1.28,-0.11,9.91,-0.09,351.02,324.11,0.06,0.06,158.0,178.0,178.0,0.2200951,2.296503,0.05636635,-0.2503927,0.0130802,-9.864624,3
363113863.0,1.275,-0.11,9.91,-0.09,351.0,324.09,0.06,0.06,158.0,178.0,178.0,2.331018,0.4270532,0.0633454,-0.2147251,0.05498489,-9.884553,3
363163843.0,1.27,-0.11,9.91,-0.09,350.98,324.07,0.06,0.06,158.0,178.0,178.0,1.353262,-2.003879,0.07115884,-0.1509306,0.03007501,-9.854873,3
363163843.0,1.27,-0.11,9.91,-0.09,350.98,324.07,0.06,0.06,158.0,178.0,178.0,-2.112017,0.8513767,0.06736806,-0.2555634,-0.0538432,-9.841214,3
363213823.0,1.265,-0.105,9.915,-0.09,350.96,324.055,0.055,0.055,158.0,178.0,178.0,0.09029831,2.380516,0.05892184,-0.2077772,-0.00777239,-9.83685,3
363263803.0,1.26,-0.1,9.92,-0.09,350.94,324.04,0.05,0.05,158.0,178.0,178.0,-1.440026,-1.994721,0.05329527,-0.1408888,-0.00206325,-9.875479,3
363263803.0,1.26,-0.1,9.92,-0.09,350.94,324.04,0.05,0.05,158.0,178.0,178.0,2.385622,0.5293814,0.05849113,-0.1581424,-0.01319001,-9.974945,3
